DATE,Location_Type,Event_Type,AWARDED,A.S. Advertisement Pass,Attendance_Ratio,Day_of_Week
2025-02-10,Mandeville Auditorium,Social,1528.58,No,0.2551000000000001,Monday
2025-02-10,Pepper Canyon,GBM,216.58,No,1.2467000000000001,Monday
2025-02-10,Pepper Canyon,Social,243.4,No,0.6163000000000001,Monday
2025-02-10,Price Center,Speaker,19.9,No,3.0151,Monday
2025-02-10,Price Center,GBM,150.86,No,0.6629,Monday
2025-02-10,Student Services Center,GBM,173.48,Yes,0.8069999999999999,Monday
2025-02-11,Price Center,GBM,216.58,No,0.8773,Tuesday
2025-02-11,Mandeville Auditorium,Social,172.45,No,0.05799999999999994,Tuesday
2025-02-11,Library Walk,Religion,263.41,No,1.2528000000000001,Tuesday
2025-02-11,Price Center,Social,247.4,No,0.20209999999999995,Tuesday
2025-02-11,Mandeville Auditorium,Speaker,384.5,No,0.44210000000000005,Tuesday
2025-02-11,Warren,Workshop,233.19,No,0.04290000000000005,Tuesday
2025-02-11,Warren,Competition,330.0,No,0.9697,Tuesday
2025-02-11,Price Center,Social,1999.85,No,0.31000000000000005,Tuesday
2025-02-11,Pepper Canyon,Social,140.0,Yes,2.0713999999999997,Tuesday
2025-02-12,Pepper Canyon,Recruitment,300.0,No,0.9333,Wednesday
2025-02-12,Pepper Canyon,Social,181.46,Yes,1.2124,Wednesday
2025-02-12,Mandeville Auditorium,Social,1481.94,No,0.45210000000000006,Wednesday
2025-02-12,Library Walk,Religion,263.41,No,0.7593,Wednesday
2025-02-12,Price Center,GBM,344.58,No,0.4353,Wednesday
2025-02-12,Price Center,Social,200.0,Yes,0.5,Wednesday
2025-02-12,North Campus,GBM,296.31,No,0.7087,Wednesday
2025-02-12,Pepper Canyon,GBM,474.1,Yes,1.0335,Wednesday
2025-02-12,Pepper Canyon,Workshop,178.2,Yes,0.8418,Wednesday
2025-02-12,Price Center,GBM,467.97,Yes,0.8975,Wednesday
2025-02-13,Price Center,Speaker,598.05,Yes,0.3679,Thursday
2025-02-13,Price Center,Social,198.16,Yes,0.9588,Thursday
2025-02-13,North Campus,Social,203.07,No,5.4661,Thursday
2025-02-13,Price Center,Social,101.66,No,0.09840000000000004,Thursday
2025-02-13,Price Center,Speaker,70.0,No,2.5713999999999997,Thursday
2025-02-13,Price Center,Social,500.85,No,0.9384,Thursday
2025-02-13,Library Walk,GBM,404.5,No,0.8653,Thursday
2025-02-13,Mandeville Auditorium,Social,1529.86,No,0.3791,Thursday
2025-02-14,Price Center,Social,147.5,No,1.9661,Friday
2025-02-14,Warren,Workshop,164.76,Yes,0.9711,Friday
2025-02-15,Warren,Workshop,86.09,No,3.1363,Saturday
2025-02-15,SunGod,Social,397.32,No,0.5789,Saturday
2025-02-15,Price Center,Social,10402.7,Yes,0.9853,Saturday
2025-02-17,Off Campus,Workshop,143.85,No,0.139,Monday
2025-02-18,Price Center,GBM,200.0,No,0.8,Tuesday
2025-02-18,Warren,Workshop,215.39,Yes,1.8107,Tuesday
2025-02-18,Price Center,Speaker,251.85,No,0.35739999999999994,Tuesday
2025-02-18,Warren,Speaker,232.63,No,0.42990000000000006,Tuesday
