DATE,Location_Type,Event_Type,AWARDED,A.S. Advertisement Pass,Attendance_Ratio,Day_of_Week,log_Attendance_Ratio,log_AWARDED,Month
2024-11-26,Pepper Canyon,Social,510.74,No,0.9398,Tuesday,0.6625848749773053,6.237816683559073,2024-11
2024-11-26,Warren,Recruitment,404.67,No,1.5568,Tuesday,0.9387564765898184,6.0055400212125285,2024-11
2024-11-26,Price Center,GBM,388.98,No,0.6684000000000001,Tuesday,0.5118650833406532,5.966095455757441,2024-11
2024-11-27,Price Center,Social,301.67,No,0.6960999999999999,Wednesday,0.5283314978956563,5.712643103088397,2024-11
2024-12-02,Price Center,Social,340.0,No,1.1765,Monday,0.7777180820102152,5.831882477283517,2024-12
2024-12-02,Warren,Workshop,280.0,No,0.4286,Monday,0.356694943738735,5.638354669333745,2024-12
2024-12-02,Mandeville Auditorium,Social,97.99,No,1.3267,Monday,0.8444509546511104,4.595018834931716,2024-12
2024-12-02,North Campus,GBM,226.29,No,1.0164,Monday,0.7013137432263387,5.426226735170068,2024-12
2024-12-02,Price Center,Social,641.03,No,1.6536,Monday,0.9759172086507055,6.464635031570159,2024-12
2024-12-03,Price Center,Recruitment,490.26,No,0.8771,Tuesday,0.6297280326902904,6.196973519210382,2024-12
2024-12-04,Pepper Canyon,Social,300.0,No,1.1667,Wednesday,0.7732052727305244,5.707110264748875,2024-12
2024-12-04,Revelle,GBM,451.0,No,0.51,Wednesday,0.412109650826833,6.113682179832232,2024-12
2024-12-04,Price Center,Recruitment,240.0,No,9.0,Wednesday,2.302585092994046,5.484796933490655,2024-12
2024-12-04,Pepper Canyon,Social,281.19,No,0.5334000000000001,Wednesday,0.4274874921426571,5.642580602929757,2024-12
2024-12-04,Price Center,Social,200.0,No,0.05,Wednesday,0.04879016416943201,5.303304908059076,2024-12
2024-12-04,Price Center,Social,390.0,No,1.0769,Wednesday,0.7308763973699524,5.968707559985366,2024-12
2024-12-04,Pepper Canyon,Social,258.6,No,1.0828,Wednesday,0.733713142306607,5.559141984829935,2024-12
2024-12-05,Price Center,Competition,264.94,No,0.9059,Thursday,0.6449543379584602,5.58327071942856,2024-12
2024-12-05,Revelle,GBM,163.18,No,0.8579,Thursday,0.6194468176299879,5.10096338692012,2024-12
2024-12-05,Price Center,Social,384.0,No,0.8332999999999999,Thursday,0.6061176215868425,5.953243334287785,2024-12
2024-12-05,Mandeville Auditorium,Social,449.48,No,0.7342,Thursday,0.550546211960923,6.110313680946363,2024-12
2024-12-05,Mandeville Auditorium,Religion,559.23,No,0.5006999999999999,Thursday,0.4059316659198068,6.328347413694884,2024-12
2024-12-05,Warren,Social,53.75,No,4.2791,Thursday,1.6637556286436883,4.00277736869661,2024-12
2024-12-05,Price Center,Social,396.77,No,0.5797,Thursday,0.45723495559291444,5.985873948794737,2024-12
2024-12-06,Price Center,Social,525.0,No,0.7048,Friday,0.5334478018022704,6.26530121273771,2024-12
2024-12-06,Pepper Canyon,Social,195.0,No,0.1026,Friday,0.09767102717344615,5.278114659230518,2024-12
2024-12-06,Price Center,GBM,351.24,No,0.6548,Friday,0.5036801556051194,5.864312761447499,2024-12
2024-12-06,Price Center,Social,246.75,No,0.9726,Friday,0.6793524695377561,5.5124201732100975,2024-12
2024-12-07,Muir,Social,346.42,No,0.7217,Saturday,0.5433121748002896,5.850534422673777,2024-12
2025-01-06,Price Center,Religion,350.0,No,1.4286,Monday,0.8873149596375816,5.860786223465865,2025-01
2025-01-06,Price Center,Social,641.03,No,2.0436,Monday,1.1130410253202307,6.464635031570159,2025-01
2025-01-07,Mandeville Auditorium,GBM,400.0,No,0.7,Tuesday,0.5306282510621704,5.993961427306569,2025-01
2025-01-07,Warren,Social,4000.0,No,0.5700000000000001,Tuesday,0.45107561936021673,8.294299608857235,2025-01
2025-01-07,Price Center,Competition,37.66,Yes,5.3107,Tuesday,1.8422466054240587,3.654805473780185,2025-01
2025-01-08,Price Center,GBM,182.4,Yes,0.1644999999999999,Wednesday,0.15229181034225855,5.211669559822364,2025-01
2025-01-08,Pepper Canyon,GBM,300.0,Yes,0.7667,Wednesday,0.5691133996364978,5.707110264748875,2025-01
2025-01-08,Warren,GBM,774.52,Yes,0.4132,Wednesday,0.34585663650285314,6.653533772097066,2025-01
2025-01-08,Price Center,Social,210.0,Yes,1.1429,Wednesday,0.7621600518468994,5.351858133476067,2025-01
2025-01-08,Price Center,GBM,1038.23,Yes,2.3116,Wednesday,1.1974314562825137,6.946235333299984,2025-01
2025-01-09,Pepper Canyon,Social,189.61,Yes,1.3185,Thursday,0.8409204248493785,5.250229455740982,2025-01
2025-01-09,Price Center,Social,398.88,No,0.3259000000000001,Thursday,0.2820914741385361,5.99116450209898,2025-01
2025-01-09,Price Center,GBM,323.84,Yes,0.6793,Thursday,0.5183770399188252,5.78333275341421,2025-01
2025-01-09,Warren,GBM,371.8,Yes,1.9903,Thursday,1.0953737168175914,5.921042082811436,2025-01
2025-01-09,Price Center,Competition,500.0,No,0.4,Thursday,0.33647223662121295,6.2166061010848646,2025-01
2025-01-09,Price Center,GBM,600.0,Yes,0.7667,Thursday,0.5691133996364978,6.398594934535208,2025-01
2025-01-09,Warren,Recruitment,259.57,No,1.6181,Thursday,0.9624488638552383,5.562871539107794,2025-01
2025-01-10,Price Center,GBM,210.0,Yes,1.3333,Friday,0.8472835745708761,5.351858133476067,2025-01
2025-01-10,Price Center,Social,210.65,Yes,0.7596,Friday,0.5650865104924276,5.354933966966933,2025-01
2025-01-10,Price Center,Social,149.54,Yes,1.6718000000000002,Friday,0.9827524025735748,5.0142288296063855,2025-01
2025-01-10,Warren,GBM,386.3,Yes,0.5953999999999999,Friday,0.467124488494892,5.959199586520707,2025-01
2025-01-10,Pepper Canyon,GBM,319.76,Yes,4.1906,Friday,1.6468492974322466,5.770693179938828,2025-01
2025-01-13,Price Center,GBM,333.13,Yes,3.5422,Monday,1.5134114761793558,5.811530138806526,2025-01
2025-01-13,Pepper Canyon,GBM,344.8,Yes,1.0151,Monday,0.7006688219587914,5.84586057324919,2025-01
2025-01-13,Warren,GBM,299.55,No,2.003,Monday,1.0996117890011932,5.705614129485171,2025-01
2025-01-13,Price Center,GBM,196.43,Yes,0.8145,Monday,0.5958099476709879,5.285384091136137,2025-01
2025-01-14,Warren,GBM,510.74,Yes,0.4895,Tuesday,0.3984404931711999,6.237816683559073,2025-01
2025-01-14,Warren,GBM,537.94,Yes,0.7807999999999999,Tuesday,0.5770627015391433,6.289604247458597,2025-01
2025-01-14,Price Center,Speaker,393.29,No,0.9408,Tuesday,0.6631002592076486,5.977086679162026,2025-01
2025-01-14,Warren,Social,232.07,Yes,0.5171,Tuesday,0.41680061777190996,5.4513388376304395,2025-01
2025-01-14,Price Center,GBM,412.96,No,1.8404,Tuesday,1.0439448873258015,6.025769350799973,2025-01
2025-01-14,Pepper Canyon,GBM,182.5,No,2.3014,Tuesday,1.1943466209313036,5.212214667494625,2025-01
2025-01-14,Pepper Canyon,GBM,182.5,No,2.3014,Tuesday,1.1943466209313036,5.212214667494625,2025-01
2025-01-15,Price Center,GBM,216.58,Yes,1.9854,Wednesday,1.0937337412170023,5.382566598992937,2025-01
2025-01-15,Price Center,GBM,93.22,Yes,2.2527,Wednesday,1.179485420674665,4.545632473271895,2025-01
2025-01-15,Pepper Canyon,Recruitment,300.0,No,2.0,Wednesday,1.0986122886681096,5.707110264748875,2025-01
2025-01-16,Price Center,GBM,495.65,Yes,0.2623000000000001,Thursday,0.23293545377667899,6.207885552661365,2025-01
2025-01-16,Price Center,Workshop,400.0,Yes,0.7,Thursday,0.5306282510621704,5.993961427306569,2025-01
2025-01-16,Warren,Workshop,347.49,No,0.4029,Thursday,0.3385415227425896,5.853609535384296,2025-01
2025-01-16,Price Center,Social,312.41,No,0.7362,Thursday,0.5516988169755705,5.747512237517526,2025-01
2025-01-17,Price Center,GBM,439.44,No,0.5689,Friday,0.45037473685677276,6.08777422724539,2025-01
2025-01-17,Mandeville Auditorium,Workshop,1500.0,Yes,0.6799999999999999,Friday,0.5187937934151675,7.313886831633462,2025-01
2025-01-17,Price Center,GBM,438.37,Yes,2.2356,Friday,1.1742143821616604,6.085341882699326,2025-01
2025-01-17,Muir,GBM,1668.75,Yes,0.3954999999999999,Friday,0.33325277399423975,7.420429193605745,2025-01
2025-01-17,Price Center,Workshop,1606.89,Yes,1.1949,Friday,0.7861364874027732,7.382678039438781,2025-01
2025-01-17,Price Center,GBM,326.96,Yes,1.7433,Friday,1.0091615752787622,5.792891649727977,2025-01
2025-01-17,Warren,Workshop,193.95,No,1.2374,Friday,0.8053144774306931,5.272743115428606,2025-01
2025-01-17,Price Center,GBM,591.69,No,0.9971,Friday,0.6916961282926306,6.384671496709499,2025-01
2025-01-17,Pepper Canyon,Recruitment,179.94,Yes,0.778,Friday,0.5754891370917128,5.198165484597595,2025-01
2025-01-18,Price Center,Competition,1434.75,No,0.8085,Saturday,0.5924977724100156,7.269442639744406,2025-01
2025-01-18,Price Center,GBM,554.33,Yes,4.0229,Saturday,1.6140074561484703,6.319562531639703,2025-01
2025-01-20,Warren,Recruitment,599.0,No,0.4174,Monday,0.3488242073940186,6.396929655216146,2025-01
2025-01-21,Pepper Canyon,Social,231.21,No,1.0813,Tuesday,0.7329926984820686,5.4476421346586,2025-01
2025-01-21,Price Center,GBM,93.22,Yes,1.6091,Tuesday,0.9590053342816921,4.545632473271895,2025-01
2025-01-21,Pepper Canyon,Recruitment,569.2,Yes,0.6676,Tuesday,0.5113854670245048,6.345987176478571,2025-01
2025-01-21,Pepper Canyon,Recruitment,259.57,No,0.3081999999999999,Tuesday,0.26865214654497527,5.562871539107794,2025-01
2025-01-21,Pepper Canyon,Speaker,173.59,Yes,1.1521,Tuesday,0.7664441096214022,5.162440367996683,2025-01
2025-01-21,Price Center,Social,156.7,Yes,1.8507,Tuesday,1.0475645781574578,5.060694493968993,2025-01
2025-01-21,Price Center,GBM,296.31,Yes,0.5737,Tuesday,0.45342953462468166,5.694775365496226,2025-01
2025-01-21,Warren,Recruitment,400.0,Yes,0.675,Tuesday,0.5158131652770298,5.993961427306569,2025-01
2025-01-22,Pepper Canyon,Recruitment,300.0,No,1.3333,Wednesday,0.8472835745708761,5.707110264748875,2025-01
2025-01-22,Price Center,Workshop,86.0,No,2.3256,Wednesday,1.2016501089562905,4.465908118654584,2025-01
2025-01-22,Wong-Avery,Speaker,273.07,Yes,0.6592,Wednesday,0.5063355584931258,5.613383548212584,2025-01
2025-01-22,Price Center,Workshop,178.5,Yes,0.8964,Wednesday,0.6399573520458262,5.190175207928333,2025-01
2025-01-22,Price Center,Religion,344.8,Yes,0.7831,Wednesday,0.5783534225578639,5.84586057324919,2025-01
2025-01-22,Price Center,GBM,80.0,No,1.875,Wednesday,1.0560526742493137,4.394449154672439,2025-01
2025-01-22,Pepper Canyon,GBM,215.5,Yes,1.4849,Wednesday,0.9102324172901911,5.377590547442544,2025-01
2025-01-22,Warren,GBM,112.23,Yes,2.9404,Wednesday,1.371282240999387,4.729421148325948,2025-01
2025-01-23,Price Center,Speaker,313.20000000000005,No,1.0,Thursday,0.6931471805599453,5.750029725821521,2025-01
2025-01-23,Price Center,Social,200.0,Yes,0.95,Thursday,0.6678293725756554,5.303304908059076,2025-01
2025-01-23,Price Center,GBM,248.9,No,1.0446,Thursday,0.7152021713407766,5.521060837840906,2025-01
2025-01-23,Warren,Workshop,105.06,Yes,1.3326,Thursday,0.8469835252748125,4.664004971708984,2025-01
2025-01-23,Warren,Competition,285.0,Yes,0.6315999999999999,Thursday,0.4895611284612663,5.655991810819852,2025-01
2025-01-24,Price Center,GBM,189.05,No,2.2745,Friday,1.1861651856759714,5.247287195435257,2025-01
2025-01-24,Pepper Canyon,GBM,288.0,No,0.7292000000000001,Friday,0.5476588738113397,5.666426688112432,2025-01
2025-01-24,Price Center,GBM,349.5,No,0.5722,Friday,0.45247591237751905,5.859360706474645,2025-01
2025-01-24,Student Services Center,Recruitment,3647.41,No,0.5593,Friday,0.4442370026087027,8.202046735229777,2025-01
2025-01-24,Sixth,GBM,250.0,No,1.04,Friday,0.712949807856125,5.5254529391317835,2025-01
2025-01-24,Warren,Speaker,505.89,Yes,0.3359999999999999,Friday,0.2896800751144539,6.228294017526755,2025-01
2025-01-24,Warren,Workshop,189.53,No,0.7914,Friday,0.5829974370589579,5.249809662482993,2025-01
2025-01-25,Warren,Recruitment,700.0,Yes,0.5286,Saturday,0.42435228382664664,6.55250788703459,2025-01
2025-01-27,Pepper Canyon,Workshop,134.69,No,1.2622,Monday,0.8163377911151436,4.910372872157861,2025-01
2025-01-27,Warren,Recruitment,400.0,Yes,0.5,Monday,0.4054651081081644,5.993961427306569,2025-01
2025-01-27,Price Center,Religion,1412.5,Yes,0.0990999999999999,Monday,0.09449166309271755,7.253824177133645,2025-01
2025-01-27,Revelle,GBM,250.0,Yes,0.28,Monday,0.2468600779315258,5.5254529391317835,2025-01
2025-01-27,Warren,Speaker,198.17,No,0.8074,Monday,0.5918893484857184,5.294158731399177,2025-01
2025-01-27,Price Center,Competition,659.26,No,0.9708,Monday,0.678439551687671,6.4926336968406595,2025-01
2025-01-28,Price Center,GBM,216.58,No,0.7848999999999999,Tuesday,0.579362391253325,5.382566598992937,2025-01
2025-01-28,Price Center,Workshop,237.02,Yes,1.1813,Tuesday,0.7799210293419838,5.472354703754294,2025-01
2025-01-28,Pepper Canyon,Workshop,178.81,No,1.4541,Tuesday,0.8977600952547203,5.191900737843547,2025-01
2025-01-29,Pepper Canyon,Recruitment,300.0,No,1.0667,Wednesday,0.7259531322851228,5.707110264748875,2025-01
2025-01-29,Warren,Workshop,100.18,No,0.9982,Wednesday,0.6922467753167811,4.61690110886379,2025-01
2025-01-29,Pepper Canyon,Religion,549.53,No,0.8007,Wednesday,0.5881754781933227,6.310881450590693,2025-01
2025-01-29,Price Center,Religion,305.47,Yes,1.6041,Wednesday,0.9570871260667246,5.7251198713035585,2025-01
2025-01-29,Price Center,Social,510.0,Yes,0.6667000000000001,Wednesday,0.5108456235659934,6.236369590203704,2025-01
2025-01-29,Pepper Canyon,Workshop,147.84,Yes,1.7587000000000002,Wednesday,1.0147595542741343,5.002871903478422,2025-01
2025-01-29,Warren,Workshop,215.39,Yes,0.6964,Wednesday,0.5285083586182986,5.377082335183691,2025-01
2025-01-30,Price Center,Speaker,382.51,Yes,0.6536,Thursday,0.5029547293854214,5.949365696086644,2025-01
2025-01-30,Price Center,Recruitment,300.0,Yes,0.4,Thursday,0.33647223662121295,5.707110264748875,2025-01
2025-01-30,Warren,Social,263.72,Yes,0.5309,Thursday,0.42585579775589844,5.578672663613357,2025-01
2025-01-31,Warren,Workshop,552.27,Yes,1.1045,Friday,0.7440779092284883,6.315846128300357,2025-01
2025-01-31,Price Center,Workshop,297.27,Yes,1.3456,Friday,0.8525412327101953,5.697999116567134,2025-01
2025-02-01,Price Center,Religion,3518.75,Yes,0.1306999999999999,Saturday,0.1228369099590623,8.166145243342637,2025-02
2025-02-01,Warren,Competition,584.1,Yes,0.1883,Saturday,0.1725237143138436,6.37178277279419,2025-02
2025-02-01,Mandeville Auditorium,Social,157.56,No,6.9815,Saturday,2.0771263637223965,5.066133070581678,2025-02
2025-02-01,Warren,Competition,862.0,No,0.0579999999999999,Saturday,0.056380333436107544,6.760414691083428,2025-02
2025-02-01,Warren,Competition,1163.27,No,0.3009,Saturday,0.2630563326253763,7.059849560155995,2025-02
2025-02-03,Price Center,Social,742.24,Yes,1.8592,Monday,1.0505418654230265,6.611019007364554,2025-02
2025-02-03,Price Center,Social,366.36,Yes,1.0918,Monday,0.7380249393380308,5.9063422936911465,2025-02
2025-02-04,Warren,GBM,510.74,Yes,0.6461,Tuesday,0.4984088537509024,6.237816683559073,2025-02
2025-02-04,Warren,GBM,216.58,No,1.8007,Tuesday,1.0298693859363657,5.382566598992937,2025-02
2025-02-04,Warren,Social,261.59,No,0.9939,Tuesday,0.6900925198307166,5.570593880412456,2025-02
2025-02-04,Pepper Canyon,Social,273.79,Yes,0.4018,Tuesday,0.33775712508408734,5.616007169584166,2025-02
2025-02-05,Pepper Canyon,Recruitment,300.0,No,1.2667,Wednesday,0.8183250292881739,5.707110264748875,2025-02
2025-02-05,Mandeville Auditorium,GBM,161.37,Yes,1.2394,Wednesday,0.8062079728439595,5.089877681599023,2025-02
2025-02-05,Price Center,Religion,400.0,No,0.75,Wednesday,0.5596157879354227,5.993961427306569,2025-02
2025-02-05,Price Center,Social,242.5,Yes,0.7010000000000001,Wednesday,0.5312163134137248,5.495116942522644,2025-02
2025-02-05,Mandeville Auditorium,Religion,559.95,No,0.7142999999999999,Wednesday,0.5390048340312983,6.329631774990974,2025-02
2025-02-05,Warren,Workshop,134.69,No,1.6334,Wednesday,0.9682757869401062,4.910372872157861,2025-02
2025-02-06,Pepper Canyon,Recruitment,597.59,Yes,0.6694,Thursday,0.5124642804344992,6.39457688963255,2025-02
2025-02-06,Warren,GBM,182.4,Yes,2.1382,Thursday,1.1436493871428308,5.211669559822364,2025-02
2025-02-06,Price Center,GBM,1293.59,No,0.7035,Thursday,0.5326849581188842,7.1659493216879415,2025-02
2025-02-06,Warren,Workshop,134.69,No,0.6682,Thursday,0.5117452008253744,4.910372872157861,2025-02
2025-02-07,Pepper Canyon,Social,293.31,No,0.6136999999999999,Friday,0.47852967896516946,5.684633633595218,2025-02
2025-02-07,Warren,Social,134.69,No,0.6682,Friday,0.5117452008253744,4.910372872157861,2025-02
2025-02-10,Revelle,GBM,313.20000000000005,Yes,1.0,Monday,0.6931471805599453,5.750029725821521,2025-02
2025-02-10,Library Walk,Religion,343.83,No,0.6399,Monday,0.4946352643672629,5.843051541965209,2025-02
2025-02-10,Revelle,GBM,65.0,No,1.5385,Monday,0.9315733554053119,4.189654742026425,2025-02
2025-02-10,Mandeville Auditorium,Social,1528.58,No,0.2551000000000001,Monday,0.22721525068426351,7.332748466897846,2025-02
2025-02-10,Pepper Canyon,GBM,216.58,No,1.2467,Monday,0.809462472941294,5.382566598992937,2025-02
2025-02-10,Pepper Canyon,Social,243.4,No,0.6163000000000001,Monday,0.480139586433626,5.4988062272974405,2025-02
2025-02-10,Price Center,Speaker,19.9,No,3.0151,Monday,1.3900622536888099,3.039749158970765,2025-02
2025-02-10,Price Center,GBM,150.86,No,0.6629,Monday,0.5085630661117316,5.022959043785088,2025-02
2025-02-10,Student Services Center,GBM,173.48,Yes,0.8069999999999999,Monday,0.5916680116100914,5.161810121893374,2025-02
2025-02-11,Price Center,GBM,216.58,No,0.8773,Tuesday,0.6298345743481794,5.382566598992937,2025-02
2025-02-11,Mandeville Auditorium,Social,172.45,No,0.0579999999999999,Tuesday,0.056380333436107544,5.155889373415759,2025-02
2025-02-11,Library Walk,Religion,263.41,No,1.2528,Tuesday,0.8121738869815862,5.577500928744919,2025-02
2025-02-11,Price Center,Social,247.4,No,0.2020999999999999,Tuesday,0.18407002732807143,5.515040350059324,2025-02
2025-02-11,Mandeville Auditorium,Speaker,384.5,No,0.4421,Tuesday,0.3661003845858877,5.954541193003384,2025-02
2025-02-11,Warren,Workshop,233.19,No,0.0429,Tuesday,0.04200529414503013,5.456132751703759,2025-02
2025-02-11,Warren,Competition,330.0,No,0.9697,Tuesday,0.6778812468895119,5.802118375377063,2025-02
2025-02-11,Price Center,Social,1999.85,No,0.31,Tuesday,0.27002713721306015,7.601327369255163,2025-02
2025-02-11,Pepper Canyon,Social,140.0,Yes,2.0714,Tuesday,1.1221334837094554,4.948759890378168,2025-02
2025-02-12,Pepper Canyon,Recruitment,300.0,No,0.9333,Wednesday,0.6592283873563194,5.707110264748875,2025-02
2025-02-12,Pepper Canyon,Social,181.46,Yes,1.2124,Wednesday,0.7940778991383859,5.206530970917329,2025-02
2025-02-12,Mandeville Auditorium,Social,1481.94,No,0.4521,Wednesday,0.3730107845545547,7.301781882789457,2025-02
2025-02-12,Library Walk,Religion,263.41,No,0.7593,Wednesday,0.5649160026628633,5.577500928744919,2025-02
2025-02-12,Price Center,GBM,344.58,No,0.4353,Wednesday,0.3613738865951976,5.845224164884976,2025-02
2025-02-12,Price Center,Social,200.0,Yes,0.5,Wednesday,0.4054651081081644,5.303304908059076,2025-02
2025-02-12,North Campus,GBM,296.31,No,0.7087,Wednesday,0.5357328474720906,5.694775365496226,2025-02
2025-02-12,Pepper Canyon,GBM,474.1,Yes,1.0335,Wednesday,0.7097584463651422,6.163525308192876,2025-02
2025-02-12,Pepper Canyon,Workshop,178.2,Yes,0.8418,Wednesday,0.6107433543051296,5.18850250054083,2025-02
2025-02-12,Price Center,GBM,467.97,Yes,0.8975,Wednesday,0.640537230287648,6.1505388005155135,2025-02
2025-02-13,Price Center,Speaker,598.05,Yes,0.3679,Thursday,0.31327671711326155,6.395345067085908,2025-02
2025-02-13,Price Center,Social,198.16,Yes,0.9588,Thursday,0.6723320408460253,5.294108521773982,2025-02
2025-02-13,North Campus,Social,203.07,No,5.4661,Thursday,1.86657314469556,5.318463072240994,2025-02
2025-02-13,Price Center,Social,101.66,No,0.0984,Thursday,0.09385457547162425,4.631422557132157,2025-02
2025-02-13,Price Center,Speaker,70.0,No,2.5714,Thursday,1.2729576757808874,4.2626798770413155,2025-02
2025-02-13,Price Center,Social,500.85,No,0.9384,Thursday,0.6618628905201789,6.2183012702598095,2025-02
2025-02-13,Library Walk,GBM,404.5,No,0.8653,Thursday,0.6234218980683799,6.005120873555468,2025-02
2025-02-13,Mandeville Auditorium,Social,1529.86,No,0.3791,Thursday,0.3214311124981549,7.333584947975492,2025-02
2025-02-14,Price Center,Social,147.5,No,1.9661,Friday,1.0872479585890598,5.000584958242754,2025-02
2025-02-14,Warren,Workshop,164.76,Yes,0.9711,Friday,0.6785917625507467,5.110540959071118,2025-02
2025-02-15,Warren,Workshop,86.09,No,3.1363,Saturday,1.4198016684248052,4.466942066704648,2025-02
2025-02-15,SunGod,Social,397.32,No,0.5789,Saturday,0.45672840204570586,5.987255702333927,2025-02
2025-02-15,Price Center,Social,10402.7,Yes,0.9853,Saturday,0.6857700362208962,9.249916791089367,2025-02
2025-02-17,Off Campus,Workshop,143.85,No,0.139,Monday,0.1301506844650451,4.975698724215359,2025-02
2025-02-18,Price Center,GBM,200.0,No,0.8,Tuesday,0.5877866649021191,5.303304908059076,2025-02
2025-02-18,Warren,Workshop,215.39,Yes,1.8107,Tuesday,1.0334335626431153,5.377082335183691,2025-02
2025-02-18,Price Center,Speaker,251.85,No,0.3573999999999999,Tuesday,0.30557110528752085,5.532796427525992,2025-02
2025-02-18,Warren,Speaker,232.63,No,0.4299,Tuesday,0.3576045117566645,5.453738667365866,2025-02
